2, 
0, 100, 10, 
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0.5051,0.5051,0.5051,0.5051,0.5051,0.5051,0.5051,0.5051,0.5051,0.5051,
1.0101,1.0101,1.0101,1.0101,1.0101,1.0101,1.0101,1.0101,1.0101,1.0101,
1.5152,1.5152,1.5152,1.5152,1.5152,1.5152,1.5152,1.5152,1.5152,1.5152,
2.0202,2.0202,2.0202,2.0202,2.0202,2.0202,2.0202,2.0202,2.0202,2.0202,
2.5253,2.5253,2.5253,2.5253,2.5253,2.5253,2.5253,2.5253,2.5253,2.5253,
3.0303,3.0303,3.0303,3.0303,3.0303,3.0303,3.0303,3.0303,3.0303,3.0303,
3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,
4.0404,4.0404,4.0404,4.0404,4.0404,4.0404,4.0404,4.0404,4.0404,4.0404,
4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,
5.0505,5.0505,5.0505,5.0505,5.0505,5.0505,5.0505,5.0505,5.0505,5.0505,
5.5556,5.5556,5.5556,5.5556,5.5556,5.5556,5.5556,5.5556,5.5556,5.5556,
6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,
6.5657,6.5657,6.5657,6.5657,6.5657,6.5657,6.5657,6.5657,6.5657,6.5657,
7.0707,7.0707,7.0707,7.0707,7.0707,7.0707,7.0707,7.0707,7.0707,7.0707,
7.5758,7.5758,7.5758,7.5758,7.5758,7.5758,7.5758,7.5758,7.5758,7.5758,
8.0808,8.0808,8.0808,8.0808,8.0808,8.0808,8.0808,8.0808,8.0808,8.0808,
8.5859,8.5859,8.5859,8.5859,8.5859,8.5859,8.5859,8.5859,8.5859,8.5859,
9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,
9.5960,9.5960,9.5960,9.5960,9.5960,9.5960,9.5960,9.5960,9.5960,9.5960,
10.1010,10.1010,10.1010,10.1010,10.1010,10.1010,10.1010,10.1010,10.1010,10.1010,
10.6061,10.6061,10.6061,10.6061,10.6061,10.6061,10.6061,10.6061,10.6061,10.6061,
11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,
